Data_Source,phcf_uuid,edrpou,phcf_title,care_type_en,care_type_uk,sdps,email,website,phone,owner_name,address,lat,lng,Admin1_Pcode,Admin1_Name,Admin2_Pcode,Admin2_Name,Admin3_Pcode,Admin3_Name,Admin4_Pcode,Admin4_Name,edrpou_raw,gov_type,Trained,Kobo_Trained
NHSU Dataset,5be25ad6-ad09-4d33-b1cb-a694ffb75335,ID_35085030,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КЛІНІКА ГЕНЕТИКИ РЕПРОДУКЦІЇ ВІКТОРІЯ,Specialized,Спеціалізована,,info@baby.me,,"tel:+380672388702, +380444255277",Ковальчук Олена Володимирівна,"Україна, 04070, місто Київ, ВУЛИЦЯ ПОЧАЙНИНСЬКА, будинок 70",50.474556,30.514121,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,35085030,public,0,
NHSU Dataset,5be6b580-52e2-4753-9ec8-11bdcc4189c6,ID_41886843,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БІЛГОРОД-ДНІСТРОВСЬКОЇ РАЙОННОЇ РАДИ,Specialized,Спеціалізована,,centrbdm1612@gmail.com,,tel:3.80984E+11,Орлова Валентина Володимирівна,"Україна, 67700, Одеська обл., місто Білгород-Дністровський, ВУЛИЦЯ МИКОЛАЇВСЬКА, будинок 55-А",46.19023,30.340232,UA51,Odeska,UA5104,Bilhorod-Dnistrovskyi,UA5104001,Bilhorod-Dnistrovska,UA5104001001,Bilhorod-Dnistrovskyi,41886843,public,0,
NHSU Dataset,5beaa23e-a043-429b-a530-c87796a71a78,ID_38723638,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОКСФОРД МЕДІКАЛ НА КОТОВСЬКОГО,Primary,Первинна,,oxford.med2@gmail.com,,tel:3.80487E+11,Вашкєвіч Павло Андрійович,"Україна, 67562, Одеська обл., Лиманський р-н, село Крижанівка, ВУЛИЦЯ АКАДЕМІКА САХАРОВА, будинок 3А",46.574878,30.807138,0,0,0,0,0,0,,0,38723638,public,0,
NHSU Dataset,5bfb2804-3a67-4fc4-9cad-c2d351b8103a,ID_38843710,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ САДГОРА ЧЕРНІВЕЦЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,sadgora.tsentr2013@gmail.com,,tel:3.80373E+11,Хороль Ольга Сергіївна,"Україна, 58007, Чернівецька обл., Чернівецький р-н, місто Чернівці, вул.Ярослава Мудрого, будинок 2",48.320998,25.922795,UA73,Chernivetska,UA7306,Chernivetskyi,UA7306061,Chernivetska,UA7306061001,Chernivtsi,38843710,public,0,
NHSU Dataset,5c0203f7-7f9e-4f7b-9c29-637656ecd097,ID_03067009,КП РІВНЕНСЬКА ОБЛАСНА ДИТЯЧА ЛІКАРНЯ РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ,Specialized,Спеціалізована,,info@rodl.org.ua,,tel:3.80363E+11,Білик Юлія Валеріївна,"Україна, 33027, Рівненська обл., місто Рівне, ВУЛИЦЯ КИЇВСЬКА, будинок 60",50.613527,26.29183,UA56,Rivnenska,UA5606,Rivnenskyi,UA5606047,Rivnenska,UA5606047001,Rivne,3067009,public,0,
NHSU Dataset,5c10d018-718d-41ab-9868-77b3151459a1,ID_20652130,КП ДИТЯЧА МІСЬКА ЛІКАРНЯ ОЛЕКСАНДРІЙСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,dut-lik@ukr.net,,tel:3.80997E+11,Гришканич Андрій Федорович,"Україна, 28008, Кіровоградська обл., місто Олександрія, ВУЛИЦЯ КОЗАЦЬКА, будинок 86",48.663555,33.116054,UA35,Kirovohradska,UA3508,Oleksandriiskyi,UA3508005,Oleksandriiska,UA3508005001,Oleksandriia,20652130,public,0,
NHSU Dataset,5c2aa206-e099-4854-8482-e7445a33f358,ID_01988746,КНП ПАВЛОГРАДСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ВЕРБКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,Specialized,Спеціалізована,,pavlcrl@gmail.com,,tel:3.80501E+11,Букреєв Володимир Миколайович,"Україна, 51400, Дніпропетровська обл., Павлоградський р-н, місто Павлоград, вул.Хутірська, будинок 9",48.513777,35.884263,UA12,Dnipropetrovska,UA1212,Pavlohradskyi,UA1212007,Pavlohradska,UA1212007001,Pavlohrad,1988746,public,0,
NHSU Dataset,5c34793c-406f-4e96-bf7f-a7cb2b9058c4,ID_03397831,КНП ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ПАТОЛОГОАНАТОМІЧНИЙ ЦЕНТР,Specialized,Спеціалізована,,kadrdpacu@ukr.net,,tel:3.80383E+11,Синчишена Лілія Василівна,"Україна, 29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПІЛОТСЬКА , будинок 1-А",49.413567,27.000387,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804047,Khmelnytska,UA6804047001,Khmelnytskyi,3397831,public,0,
NHSU Dataset,5c62b234-641c-45e6-9830-79abdcf827c3,ID_38455891,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БЕРДИЧІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,cpmsd2903@ukr.net,,tel:3.80414E+11,Хорошун Наталія Ігорівна,"Україна, 13300, Житомирська обл., місто Бердичів, ВУЛИЦЯ ЖИТОМИРСЬКА, будинок 44/2",49.9042,28.585758,UA18,Zhytomyrska,UA1802,Berdychivskyi,UA1802003,Berdychivska,UA1802003001,Berdychiv,38455891,public,0,
NHSU Dataset,5c7ecb02-4c4e-48d6-a714-573088ef7afe,ID_38543647,КНП ТЕРЕБОВЛЯНСЬКОЇ МІСЬКОЇ РАДИ ТЕРЕБОВЛЯНСЬКИЙ РЕГІОНАЛЬНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,Primary,Первинна,,cpmsd_trb@ukr.net,,tel:3.80355E+11,Кундрат Степан Степанович,"Україна, 48100, Тернопільська обл., Теребовлянський р-н, місто Теребовля, ПЛОЩА ТАРАСА ШЕВЧЕНКА, будинок 1",49.299323,25.686644,UA61,Ternopilska,UA6104,Ternopilskyi,UA6104047,Terebovlianska,UA6104047001,Terebovlia,38543647,public,0,
NHSU Dataset,5c855ff9-cc6b-42d4-9927-670647136ce3,ID_38557859,УСТАНОВА БЛАГОДІЙНОГО ФОНДУ ЦЕНТР МЕДИЧНИХ ІННОВАЦІЙ,Primary,Первинна,,t.lysak@gmail.com,,tel:3.80677E+11,Лисак Тарас Ярославович,"Україна, 79007, Львівська обл., місто Львів, ВУЛИЦЯ ШПИТАЛЬНА, будинок 9",49.844539,24.02318,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025001,Lviv,38557859,public,0,
NHSU Dataset,5c978da0-e16d-4c9a-aa84-829ca219abbc,ID_44087604,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЄВРОМЕДКЛІНІК,Primary,Первинна,,evromedclinica@gmail.com,,tel:3.80733E+11,Бакум Ірина Вікторівна,"Україна, 18021, Черкаська обл., місто Черкаси, вул.Героїв Дніпра, будинок 89, приміщення 261-3",49.446829,32.075963,UA71,Cherkaska,UA7108,Cherkaskyi,UA7108049,Cherkaska,UA7108049001,Cherkasy,44087604,public,0,
NHSU Dataset,5cc08feb-c00f-42ab-8ca9-ec120e747640,ID_42698128,КНП ОСКІЛЬСЬКА АМБУЛАТОРІЯ ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ОСКІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ ІЗЮМСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,42oapmsd@ukr.net,,tel:3.8067E+11,Сумець Світлана Володимирівна,"Україна, 64340, Харківська обл., Ізюмський р-н, село Оскіл, ВУЛИЦЯ СЛОБІДСЬКА, будинок 69",49.176046,37.427028,UA63,Kharkivska,UA6304,Iziumskyi,UA6304013,Oskilska,UA6304013001,Oskil,42698128,public,0,
NHSU Dataset,5ccacaa4-1514-48f8-b36b-3fb38569373b,ID_40259687,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОКАЛЬЧЕВСЬКОЇ СІЛЬСЬКОЇ РАДИ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ,Primary,Первинна,,direktorcpmsd1975@gmail.com,,tel:3.80486E+11,Литвин Дар'я Олександрівна,"Україна, 67341, Одеська обл., Березівський р-н, село Виноградне, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 51",47.224832,31.09985,UA51,Odeska,UA5102,Berezivskyi,UA5102017,Novokalchevska,UA5102017002,Vynohradne,40259687,public,0,
NHSU Dataset,5cd1d018-0072-430b-abdf-2a1ca853a5a3,ID_01992015,КНП БЕРДИЧІВСЬКА МІСЬКА ЛІКАРНЯ БЕРДИЧІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,berdychivcml@gmail.com,,tel:3.80414E+11,Гінгуляк Костянтин Вікторович,"Україна, 13300, Житомирська обл., місто Бердичів, ВУЛИЦЯ ЗДОРОВ'Я, будинок 1",49.901548,28.586673,UA18,Zhytomyrska,UA1802,Berdychivskyi,UA1802003,Berdychivska,UA1802003001,Berdychiv,1992015,public,0,
NHSU Dataset,5cde43ed-f056-4352-801b-8d64d4a3719a,ID_01988410,КНП ЦЕНТРАЛЬНА ЛІКАРНЯ МЕЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Specialized,Спеціалізована,,omelchenkoekonomist@gmail.com,,tel:3.8067E+11,Хохлова Роксана Ігорівна,"Україна, 52900, Дніпропетровська обл., Синельниківський р-н, селище міського типу Межова(з), вул.Сонячна, будинок 12",48.264012,36.743805,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214015,Mezhivska,UA1214015001,Mezhova,1988410,public,0,
NHSU Dataset,5ce09918-7c9b-4cba-933a-510243195e9b,ID_38276153,КП ПИРЯТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПИРЯТИНСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,pmd_pyriatyn@ukr.net,,tel:3.80536E+11,Киричевський Єгор Миколайович,"Україна, 37000, Полтавська обл., Лубенський р-н, місто Пирятин, вул.Литвиненка Сергія, будинок 5",50.246167,32.50831,UA53,Poltavska,UA5304,Lubenskyi,UA5304009,Pyriatynska,UA5304009001,Pyriatyn,38276153,public,0,
NHSU Dataset,5cf1bdac-73c4-42f3-80ca-b60ab1134689,ID_41951739,КП КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЛАНЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ НАДВІРНЯНСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,lanchinknp@gmail.com,,tel:3.80684E+11,Данилюк Іван Васильович,"Україна, 78455, Івано-Франківська обл., Надвірнянський р-н, селище міського типу Ланчин, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 140",48.551142,24.745038,UA26,Ivano-Frankivska,UA2612,Nadvirnianskyi,UA2612005,Lanchynska,UA2612005001,Lanchyn,41951739,public,0,
NHSU Dataset,5d1feb38-620e-4580-a846-1fe8eebba43d,ID_38044086,КНП ЗАЛІЩИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЗАЛІЩИЦЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,zal_cpmsd@ukr.net,,tel:3.80355E+11,Романюк Василь Михайлович,"Україна, 48600, Тернопільська обл., Чортківський р-н, місто Заліщики, вул.Бандери С., будинок 78",49.010884,25.802651,UA61,Ternopilska,UA6106,Chortkivskyi,UA6106043,Chortkivska,UA6106043001,Chortkiv,38044086,public,0,
NHSU Dataset,5d38bbff-16ad-4873-9ec3-f57898d13523,ID_01998696,КНП БІЛГОРОД-ДНІСТРОВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ БІЛГОРОД-ДНІСТРОВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,akkerman.crb@gmail.com,,tel:3.80485E+11,Соколенко Оксана Василівна,"Україна, 67701, Одеська обл., Білгород-Дністровський р-н, місто Білгород-Дністровський, вул.Свято-Георгіївська, будинок 4",46.190486,30.342675,UA51,Odeska,UA5104,Bilhorod-Dnistrovskyi,UA5104001,Bilhorod-Dnistrovska,UA5104001001,Bilhorod-Dnistrovskyi,1998696,public,0,
NHSU Dataset,5d456070-e690-4373-8ea6-5d1c30da9ac9,ID_45301921,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АНТАРЕС-МЕД,Specialized,Спеціалізована,,antaresmed.office@gmail.com,,tel:3.80678E+11,Корсакова Ольга Михайлівна,"Україна, 49005, Дніпропетровська обл., місто Дніпро, вул.Героїв Крут, будинок 15",48.449328,35.063402,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202001,Dniprovska,UA1202001001,Dnipro,45301921,public,0,
NHSU Dataset,5d505db8-88c7-46f7-862c-61e816d648da,ID_38637457,КНП БІЛОЗЕРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БІЛОЗЕРСЬКОЇ СЕЛИЩНОЇ РАДИ ХЕРСОНСЬКОГО РАЙОНУ ХЕРСОНСЬКОЇ ОБЛАСТІ,Primary,Первинна,,bilpmsd@ukr.net,,"tel:+380505668250, +380554733979",Швець Оксана Володимирівна,"Україна, 75000, Херсонська обл., Херсонський р-н, селище міського типу Білозерка(з), пров.Торгівельний, будинок 20",46.623793,32.443538,UA65,Khersonska,UA6510,Khersonskyi,UA6510001,Bilozerska,UA6510001001,Bilozerka,38637457,public,0,
NHSU Dataset,5da62b95-7466-4bc3-863b-97da94500eb7,ID_01986546,КП КРИВОРІЗЬКА МІСЬКА ЛІКАРНЯ №1 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,1doktor@ukr.net,,"tel:+380684695953, +380564948260",Криштопа Ігор Петрович,"Україна, 50074, Дніпропетровська обл., місто Кривий Ріг, ВУЛИЦЯ СВЯТОГЕОРГІЇВСЬКА, будинок 8А",47.904073,33.383254,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,1986546,public,0,
NHSU Dataset,5dadbf64-9ec5-42f1-9e8c-8f7ed752d01b,ID_44003414,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЛІКУЮ.ЮА,Primary,Первинна,,likuyu.ua@gmail.com,,tel:3.80678E+11,БІЛОБОРОДОВА ЄВГЕНІЯ Віталіївна,"Україна, 49089, Дніпропетровська обл., місто Дніпро, вул.Литовська, будинок 1",48.428937,35.001461,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202001,Dniprovska,UA1202001001,Dnipro,44003414,public,0,
NHSU Dataset,5dd3e72d-7a6a-4dcf-8818-5a8e7d626cc6,ID_26622756,ВІЙСЬКОВА ЧАСТИНА А7367,Specialized,Спеціалізована,,cmr_odeskiy@post.mil.gov.ua,,tel:3.8095E+11,Лубашев Ілля Сергійович,"Україна, 65014, Одеська обл., місто Одеса, пров.Лермонтовський, будинок 2",46.471828,30.756448,UA51,Odeska,UA5110,Odeskyi,UA5110027,Odeska,UA5110027001,Odesa,26622756,public,0,
NHSU Dataset,5dee7cd2-1648-4eb9-9f91-4c8257ef50b8,ID_42789136,КП ЛІКАРНЯ №2 ІМ. В.П. ПАВЛУСЕНКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,tmo2_zt@ukr.net,,tel:3.80412E+11,Кухарук Ігор Васильович,"Україна, 10004, Житомирська обл., місто Житомир, ВУЛИЦЯ РОМАНА ШУХЕВИЧА, будинок 2-А",50.281258,28.610388,UA18,Zhytomyrska,UA1804,Zhytomyrskyi,UA1804019,Zhytomyrska,UA1804019001,Zhytomyr,42789136,public,0,
NHSU Dataset,5e1a4c86-23e6-4039-b06a-3ac464364355,ID_43163322,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ШАХІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ПОКРОВСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ,Primary,Первинна,,anisimova092284@gmail.com,,tel:3.80957E+11,Анісімова Людмила Юріївна,"Україна, 85050, Донецька обл., Покровський р-н, село Шахове, вул.Чернявського М.Ф., будинок 5",48.464384,37.34937,UA14,Donetska,UA1416,Pokrovskyi,UA1416027,Shakhivska,UA1416027001,Shakhove,43163322,public,0,
NHSU Dataset,5e29effb-d871-41ac-b164-bed9b678eff0,ID_05446404,КНП ВИЛКІВСЬКА МІСЬКА ЛІКАРНЯ ВИЛКІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,vilkovozdrav@ukr.net,,"tel:+380972721656, +380484331971",Мінчев Валерій Іванович,"Україна, 68355, Одеська обл., Ізмаїльський р-н, місто Вилкове, вул.Різдвяна, будинок 55",45.398819,29.588362,UA51,Odeska,UA5108,Izmailskyi,UA5108001,Vylkivska,UA5108001001,Vylkove,5446404,public,0,
NHSU Dataset,5e32aa75-8460-404c-83dc-32c801570615,ID_39788525,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ЦЕНТР РЕПРОДУКТИВНОГО ЗДОРОВ'Я ДАМІЯ,Specialized,Спеціалізована,,damiyaif@gmail.com,,tel:3.80994E+11,Николин Лариса Богданівна,"Україна, 76018, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ ФЕДЬКОВИЧА, будинок 112Б",48.941338,24.68779,UA26,Ivano-Frankivska,UA2604,Ivano-Frankivskyi,UA2604019,Ivano-Frankivska,UA2604019001,Ivano-Frankivsk,39788525,public,0,
NHSU Dataset,5e69ff0f-242c-4510-8706-27fb6d6aa3a2,ID_21114127,КНП СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА РОМЕНСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,romnydent@gmail.com,,"tel:+380989901889, +380685460039",Боряк Ніна Миколаївна,"Україна, 42000, Сумська обл., місто Ромни, ВУЛИЦЯ АПТЕКАРСЬКА, будинок 17",50.747038,33.482482,UA59,Sumska,UA5906,Romenskyi,UA5906011,Romenska,UA5906011001,Romny,21114127,public,0,
NHSU Dataset,5e6f652a-5682-4c13-9687-f0409e56671c,ID_37953735,КНП ЛОХВИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,Primary,Первинна,,lohvitsa_kz_tspmsd@ukr.net,,tel:3.80536E+11,Сиса Оксана Миколаївна,"Україна, 37200, Полтавська обл., Лохвицький р-н, місто Лохвиця, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 4",50.358872,33.259035,UA53,Poltavska,UA5306,Myrhorodskyi,UA5306019,Lokhvytska,UA5306019001,Lokhvytsia,37953735,public,0,
NHSU Dataset,5e73b59f-1bd7-4dbf-ad0b-d918069ae0e3,ID_45635191,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СВІЙ ЛІКАР ПЛЮС,Primary,Первинна,,0971140303@ukr.net,,tel:3.80971E+11,Іванченко Олег Валерійович,"Україна, 08700, Київська обл., Обухівський р-н, місто Обухів, вул.Київська, будинок 78",50.117269,30.63825,UA32,Kyivska,UA3212,Obukhivskyi,UA3212011,Obukhivska,UA3212011001,Obukhiv,45635191,public,0,
NHSU Dataset,5e876086-2e2c-4125-a718-4cbba8a56dcd,ID_43876182,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БАЙКОВЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,centerbayk2021@gmail.com,,tel:3.80352E+11,Білий Володимир Михайлович,"Україна, 47706, Тернопільська обл., Тернопільський р-н, село Шляхтинці, вул.Джерельна, будинок 1",49.570903,25.648065,UA61,Ternopilska,UA6104,Ternopilskyi,UA6104001,Baikovetska,UA6104001015,Shliakhtyntsi,43876182,public,0,
NHSU Dataset,5e95c8c8-b37f-412e-bed9-c5cf013ee291,ID_42346446,КП ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ ГЛУХОВЕЦЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,gluhivci_azpsm@ukr.net,,"tel:+380931536079, +380434231718",Кобернюк Дарина Олександрівна,"Україна, 22130, Вінницька обл., Хмільницький р-н, селище Глухівці (колишнє смт. Глухівці), вул.Кар""єрна, будинок  49",49.776313,28.726855,UA05,Vinnytska,UA0512,Khmilnytskyi,UA0512001,Hlukhovetska,UA0512001001,Hlukhivtsi,42346446,public,0,
NHSU Dataset,5e98cfbc-be0c-4278-90a2-beeadf3e144e,ID_42596380,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ УКРМЕДГРУПА,Primary,Первинна,,info@ksm-clinic.com.ua,,tel:3.80993E+11,Милиця Костянтин Миколайович,"Україна, 69063, Запорізька обл., місто Запоріжжя, вул.Олександрівська, будинок 35",47.815854,35.179806,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,42596380,public,0,
NHSU Dataset,5e9db7f1-f3e3-4b30-b87e-1db437ae7a33,ID_03293913,КНП МІСЬКА ПОЛІКЛІНІКА №8 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,e.pol8@ukr.net,,tel:3.80577E+11,Чумаченко Олена Станіславівна,"Україна, 61174, Харківська обл., місто Харків, ПРОСПЕКТ ПЕРЕМОГИ, будинок 53",50.054145,36.194526,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,3293913,public,0,
NHSU Dataset,5ee0bdaf-8173-4569-bf15-154a2ccfb034,ID_42010833,КНП БІЛОБЕРІЗЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ БІЛОБЕРІЗЬКОЇ СІЛЬСЬКОЇ РАДИ,Specialized,Спеціалізована,,hospital_bb@ukr.net,,tel:3.80673E+11,Слижук Іван Юрійович,"Україна, 78713, Івано-Франківська обл., Верховинський р-н, село Білоберізка, ПРИСІЛОК МИХАЙЛУШ, будинок 34",48.148438,25.059034,UA26,Ivano-Frankivska,UA2602,Verkhovynskyi,UA2602001,Biloberizka,UA2602001001,Biloberizka,42010833,public,0,
NHSU Dataset,5eece19b-1b96-4d92-b820-68b9ff90a8fc,ID_02004367,"КНП ЛЕТИЧІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ЛЕТИЧІВСЬКОЇ СЕЛИЩНОЇ РАДИ ХМЕЛЬНИЦЬКОГО РАЙОНУ, ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ",Specialized,Спеціалізована,,letichevcrl@gmail.com,,tel:3.80386E+11,Зьомко Віктор Вікторович,"Україна, 31500, Хмельницька обл., Хмельницький р-н, селище Летичів, вул.Савіцького Юрія, будинок 36",49.383029,27.630627,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804023,Letychivska,UA6804023001,Letychiv,2004367,public,0,
NHSU Dataset,5f1776cf-583c-44c2-bb3e-9ec8d7e6139d,ID_41855129,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КОМИШАНСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,centrpmsd.komushi@ukr.net,,tel:3.80502E+11,Шандиба Микола Григорович,"Україна, 42721, Сумська обл., Охтирський р-н, село Комиші, ВУЛИЦЯ КИЇВСЬКА, будинок 1",50.310916,34.477703,UA59,Sumska,UA5904,Okhtyrskyi,UA5904009,Komyshanska,UA5904009001,Komyshi,41855129,public,0,
NHSU Dataset,5f42844e-0297-41f6-8010-011fa6ad4f3e,ID_26358816,КНП ЧЕРКАСЬКИЙ ОБЛАСНИЙ СПЕЦІАЛІЗОВАНИЙ МЕДИЧНИЙ ЦЕНТР ЧЕРКАСЬКОЇ ОБЛАСНОЇ РАДИ,Specialized,Спеціалізована,,smc.cherkasy@ukr.net,,tel:3.80473E+11,Білоус Ірина Вадимівна,"Україна, 18028, Черкаська обл., місто Черкаси, ВУЛИЦЯ НЕЧУЯ-ЛЕВИЦЬКОГО, будинок 22",49.405144,32.054288,UA71,Cherkaska,UA7108,Cherkaskyi,UA7108049,Cherkaska,UA7108049001,Cherkasy,26358816,public,0,
NHSU Dataset,5f5c23ac-0ba6-4d85-b883-4632f210e828,ID_41832777,КНП НОВОСЛОБІДСЬКОЇ СІЛЬСЬКОЇ РАДИ АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ,Primary,Первинна,,n.slobidska-azpsm@ukr.net,,tel:3.80956E+11,Костишина Оксана В'ячеславівна,"Україна, 41530, Сумська обл., Конотопський р-н, село Нова Слобода, вул.Центральна, будинок 3а",51.374769,34.130133,UA59,Sumska,UA5902,Konotopskyi,UA5902011,Novoslobidska,UA5902011001,Nova Sloboda,41832777,public,0,
NHSU Dataset,5f756648-ee37-4b95-959e-230352e3a0e1,ID_01982560,КНП КРИЖОПІЛЬСЬКА ОКРУЖНА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ,Specialized,Спеціалізована,,kr.olil.ehealth@gmail.com,,"tel:+380678101947, +380434021299",Кубаль Тарас Володимирович,"Україна, 24600, Вінницька обл., Тульчинський р-н, селище Крижопіль, вул.Нечая Данила, будинок 10",48.677229,28.836507,UA05,Vinnytska,UA0510,Tulchynskyi,UA0510015,Tulchynska,UA0510015001,Tulchyn,1982560,public,0,
NHSU Dataset,5f80930d-760b-40f8-bd7b-123833deb6a6,ID_01982525,КНП ЖМЕРИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ЖМЕРИНСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,buhzhcrl@ukr.net,,tel:3.80986E+11,Боровський Ростислав Васильович,"Україна, 23100, Вінницька обл., Жмеринський р-н, місто Жмеринка, вул.Київська, будинок 288",49.060833,28.119165,UA05,Vinnytska,UA0506,Zhmerynskyi,UA0506005,Zhmerynska,UA0506005001,Zhmerynka,1982525,public,0,
